,diagnosis_code,diagnosis_type
4361,778.5, Other and unspecified edema of newborn 
4362,778.6, Congenital hydrocele 
4363,778.7, Breast engorgement in newborn 
4364,778.8, Other 
4365,778.9, Unspecified 
4366,779,Other and ill-defined conditions originating in the perinatal period 
4367,779.0, Convulsions in newborn 
4368,779.1, Other and unspecified cerebral irritability in newborn 
4369,779.2," Cerebral depression, coma, and other abnormal cerebral signs "
4370,779.3, Feeding problems in newborn 
4371,779.4, Drug reactions and intoxications specific to newborn 
4372,779.5, Drug withdrawal syndrome in newborn 
4373,779.6, Termination of pregnancy 
4374,779.8, Other 
4375,779.9, Unspecified 
4377,780,General symptoms 
4378,780.0, Coma and stupor 
4379,780.1, Hallucinations 
4380,780.2, Syncope and collapse 
4381,780.3, Convulsions 
4382,780.4, Dizziness and giddiness 
4383,780.5, Sleep disturbances 
4384,780.6, Pyrexia of unknown origin 
4385,780.7, Malaise and fatigue 
4386,780.8, Hyperhidrosis 
4387,780.9, Other 
4388,781,Symptoms involving nervous and musculoskeletal systems 
4389,781.0, Abnormal involuntary movements 
4390,781.1, Disturbances of sensation of smell and taste 
4391,781.2, Abnormality of gait 
4392,781.3, Lack of coordination 
4393,781.4, Transient paralysis of limb 
4394,781.5, Clubbing of fingers 
4395,781.6, Meningismus 
4396,781.7, Tetany 
4397,781.9, Other 
4398,782,Symptoms involving skin and other integumentary tissue 
4399,782.0, Disturbance of skin sensation 
4400,782.1, Rash and other nonspecific skin eruption 
4401,782.2," Localized superficial swelling, mass, or lump "
4402,782.3, Edema 
4403,782.4," Jaundice unspecified, not of newborn "
4404,782.5, Cyanosis 
4405,782.6, Pallor and flushing 
4406,782.7, Spontaneous ecchymoses 
4407,782.8, Changes in skin texture 
4408,782.9, Other 
4409,783,"Symptoms concerning nutrition, metabolism, and development "
4410,783.0, Anorexia 
4411,783.1, Abnormal weight gain 
4412,783.2, Abnormal loss of weight 
4413,783.3, Feeding difficulties and mismanagement 
4414,783.4, Lack of expected normal physiological development 
4415,783.5, Polydipsia 
4416,783.6, Polyphagia 
4417,783.9, Other 
4418,784,Symptoms involving head and neck 
4419,784.0, Headache 
4420,784.1, Throat pain 
4421,784.2," Swelling, mass, or lump in head and neck "
4422,784.3, Aphasia 
4423,784.4, Voice disturbance 
4424,784.5, Other speech disturbance 
4425,784.6, Other symbolic dysfunction 
4426,784.7, Epistaxis 
4427,784.8, Hemorrhage from throat 
4428,784.9, Other 
4429,785,Symptoms involving cardiovascular system 
4430,785.0," Tachycardia, unspecified "
4431,785.1, Palpitations 
4432,785.2, Functional and undiagnosed cardiac murmurs 
4433,785.3, Other abnormal heart sounds 
4434,785.4, Gangrene 
4435,785.5, Shock without mention of trauma 
4436,785.6, Enlargement of lymph nodes 
4437,785.9, Other 
4438,786,Symptoms involving respiratory system and other chest symptoms 
4439,786.0, Dyspnea and respiratory abnormalities 
4440,786.1, Stridor 
4441,786.2, Cough 
4442,786.3, Hemoptysis 
4443,786.4, Abnormal sputum 
4444,786.5, Chest pain 
4445,786.6," Swelling, mass, or lump in chest "
4446,786.7, Abnormal chest sounds 
4447,786.8, Hiccough 
4448,786.9, Other 
4449,787,Symptoms involving digestive system 
4450,787.0, Nausea and vomiting 
4451,787.1, Heartburn 
4452,787.2, Dysphagia 
4453,787.3," Flatulence, eructation, and gas pain "
4454,787.4, Visible peristalsis 
4455,787.5, Abnormal bowel sounds 
4456,787.6, Incontinence of feces 
4457,787.7, Abnormal feces 
4458,787.9, Other 
4459,788,Symptoms involving urinary system 
4460,788.0, Renal colic 
4461,788.1, Dysuria 
4462,788.2, Retention of urine 
4463,788.3, Incontinence of urine 
4464,788.4, Frequency of urination and polyuria 
4465,788.5, Oliguria and anuria 
4466,788.6, Other abnormality of urination 
4467,788.7, Urethral discharge 
4468,788.8, Extravasation of urine 
4469,788.9, Other 
4470,789,Other symptoms involving abdomen and pelvis 
4471,789.0, Abdominal pain 
4472,789.1, Hepatomegaly 
4473,789.2, Splenomegaly 
4474,789.3," Abdominal or pelvic swelling, mass, or lump "
4475,789.4, Abdominal rigidity 
4476,789.5, Ascites 
4477,789.9, Other 
4479,790,Nonspecific findings on examination of blood 
4480,790.0, Abnormality of red blood cells 
4481,790.1, Elevated sedimentation rate 
4482,790.2, Abnormal glucose tolerance test 
4483,790.3, Excessive blood level of alcohol 
4484,790.4, Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase 
4485,790.5, Other nonspecific abnormal serum enzyme levels 
4486,790.6, Other abnormal blood chemistry 
4487,790.7," Bacteremia, unspecified "
4488,790.8," Viremia, unspecified "
4489,790.9, Other 
4490,791,Nonspecific findings on examination of urine 
4491,791.0, Proteinuria 
4492,791.1, Chyluria 
4493,791.2, Hemoglobinuria 
4494,791.3, Myoglobinuria 
4495,791.4, Biliuria 
4496,791.5, Glycosuria 
4497,791.6, Acetonuria 
4498,791.7, Other cells and casts in urine 
4499,791.9, Other 
4500,792,Nonspecific abnormal findings in other body substances 
4501,792.0, Cerebrospinal fluid 
4502,792.1, Stool contents 
4503,792.2, Semen 
4504,792.3, Amniotic fluid 
4505,792.4, Saliva 
4506,792.9, Other 
4507,793,Nonspecific abnormal findings on radiological and other examination of body structure 
4508,793.0, Skull and head 
4509,793.1, Lung field 
4510,793.2, Other intrathoracic organ 
4511,793.3, Biliary tract 
4512,793.4, Gastrointestinal tract 
4513,793.5, Genitourinary organs 
4514,793.6," Abdominal area, including retroperitoneum "
4515,793.7, Musculoskeletal system 
4516,793.8, Breast 
4517,793.9, Other 
4518,794,Nonspecific abnormal results of function studies 
4519,794.0, Brain and central nervous system 
4520,794.1, Peripheral nervous system and special senses 
4521,794.2, Pulmonary 
4522,794.3, Cardiovascular 
4523,794.4, Kidney 
4524,794.5, Thyroid 
4525,794.6, Other endocrine function study 
4526,794.7, Basal metabolism 
4527,794.8, Liver 
4528,794.9, Other 
4529,795,Nonspecific abnormal histological and immunological findings 
4530,795.0, Nonspecific abnormal Papanicolaou smear of cervix 
4531,795.1, Nonspecific abnormal Papanicolaou smear of other origin 
4532,795.2, Nonspecific abnormal findings on chromosomal analysis 
4533,795.3, Nonspecific positive culture findings 
4534,795.4, Other nonspecific abnormal histological findings 
4535,795.5, Nonspecific reaction to tuberculin test 
4536,795.6, False positive serological test for syphilis 
4537,795.7, Other nonspecific immunological findings 
4538,796,Other nonspecific abnormal findings 
4539,796.0, Nonspecific abnormal toxicological findings 
4540,796.1, Abnormal reflex 
4541,796.2, Elevated blood pressure reading without diagnosis of hypertension 
4542,796.3, Nonspecific low blood pressure reading 
4543,796.4, Other abnormal clinical findings 
4544,796.9, Other 
4546,797,Senility without mention of psychosis 
4547,798,"Sudden death, cause unknown "
4548,798.0, Sudden infant death syndrome 
4549,798.1, Instantaneous death 
4550,798.2," Death occurring in less than 24 h ours from onset of symptoms, not otherwise explained "
4551,798.9, Unattended death 
4552,799,Other ill-defined and unknown causes of mortality 
4553,799.0, Asphyxia 
4554,799.1, Respiratory failure 
4555,799.2, Nervousness 
4556,799.3," Debility, unspecified "
4557,799.4, Cachexia 
4558,799.8, Other ill-defined conditions 
4559,799.9, Other unknown and unspecified cause 
4561,E800,Railway accident involving collision with rolling stock 
4562,E800.0, Railway employee 
4563,E800.1, Passenger on railway 
4564,E800.2, Pedestrian 
4565,E800.3, Pedal cyclist 
4566,E800.8, Other specified person 
4567,E800.9, Unspecified person 
4568,E801,Railway accident involving collision with other object 
4569,E801.0, Railway employee 
4570,E801.1, Passenger on railway 
4571,E801.2, Pedestrian 
4572,E801.3, Pedal cyclist 
4573,E801.8, Other specified person 
4574,E801.9, Unspecified person 
4575,E802,Railway accident involving derailment without antecedent collision 
4576,E802.0, Railway employee 
4577,E802.1, Passenger on railway 
4578,E802.2, Pedestrian 
4579,E802.3, Pedal cyclist 
4580,E802.8, Other specified person 
4581,E802.9, Unspecified person 
4582,E803,"Railway accident involving explosion, fire, or burning "
4583,E803.0, Railway employee 
4584,E803.1, Passenger on railway 
4585,E803.2, Pedestrian 
4586,E803.3, Pedal cyclist 
4587,E803.8, Other specified person 
4588,E803.9, Unspecified person 
4589,E804,"Fall in, on, or from railway train "
4590,E804.0, Railway employee 
4591,E804.1, Passenger on railway 
4592,E804.2, Pedestrian 
4593,E804.3, Pedal cyclist 
4594,E804.8, Other specified person 
4595,E804.9, Unspecified person 
4596,E805,Hit by rolling stock 
4597,E805.0, Railway employee 
4598,E805.1, Passenger on railway 
4599,E805.2, Pedestrian 
4600,E805.3, Pedal cyclist 
4601,E805.8, Other specified person 
4602,E805.9, Unspecified person 
4603,E806,Other specified railway accident 
4604,E806.0, Railway employee 
4605,E806.1, Passenger on railway 
4606,E806.2, Pedestrian 
4607,E806.3, Pedal cyclist 
4608,E806.8, Other specified person 
4609,E806.9, Unspecified person 
4610,E807,Railway accident of unspecified nature 
4611,E807.0, Railway employee 
4612,E807.1, Passenger on railway 
4613,E807.2, Pedestrian 
4614,E807.3, Pedal cyclist 
4615,E807.8, Other specified person 
4616,E807.9, Unspecified person 
4618,E810,Motor vehicle traffic accident involving collision with train 
4619,E811,Motor vehicle traffic accident involving re-Entrant collision with another motor vehicle 
4620,E812,Other motor vehicle traffic accident involving collision with another motor vehicle 
4621,E813,Motor vehicle traffic accident involving collision with other vehicle 
4622,E814,Motor vehicle traffic accident involving collision with pedestrian 
4623,E815,Other motor vehicle traffic accident involving collision on the highway 
4624,E816,Motor vehicle traffic accident due to loss of control without collision on the highway 
4625,E817,Noncollision motor vehicle traffic accident while boarding or alighting 
4626,E818,Other noncollision motor vehicle traffic accident 
4627,E819,Motor vehicle traffic accident of unspecified nature 
4629,E820,Nontraffic accident involving motor-driven snow vehicle 
4630,E821,Nontraffic accident involving other off-road motor vehicle 
4631,E822,Other motor vehicle nontraffic accident involving collision with moving object 
4632,E823,Other motor vehicle nontraffic accident involving collision with stationary object 
4633,E824,Other motor vehicle nontraffic accident while boarding or alighting 
4634,E825,Other motor vehicle nontraffic accident of other and unspecified nature 
4636,E826,Pedal cycle accident 
4637,E826.0, Pedestrian 
4638,E826.1, Pedal cyclist 
4639,E826.2, Rider of animal 
4640,E826.3, Occupant of animal-drawn vehicle 
4641,E826.4, Occupant of streetcar 
4642,E826.8, Other specified person 
4643,E826.9, Unspecified person 
4644,E827,Animal-drawn vehicle accident 
4645,E827.0, Pedestrian 
4646,E827.1, Pedal cyclist 
4647,E827.2, Rider of animal 
4648,E827.3, Occupant of animal-drawn vehicle 
4649,E827.4, Occupant of streetcar 
4650,E827.8, Other specified person 
4651,E827.9, Unspecified person 
4652,E828,Accident involving animal being ridden 
4653,E828.0, Pedestrian 
4654,E828.1, Pedal cyclist 
4655,E828.2, Rider of animal 
4656,E828.3, Occupant of animal-drawn vehicle 
4657,E828.4, Occupant of streetcar 
4658,E828.8, Other specified person 
4659,E828.9, Unspecified person 
4660,E829,Other road vehicle accidents 
4661,E829.0, Pedestrian 
4662,E829.1, Pedal cyclist 
4663,E829.2, Rider of animal 
4664,E829.3, Occupant of animal-drawn vehicle 
4665,E829.4, Occupant of streetcar 
4666,E829.8, Other specified person 
4667,E829.9, Unspecified person 
4669,E830,Accident to watercraft causing submersion 
4670,E830.0," Occupant of small boat, unpowered "
4671,E830.1," Occupant of small boat, powered "
4672,E830.2," Occupant of other watercraft, crew "
4673,E830.3," Occupant of other watercraft, other than crew "
4674,E830.4, Water skier 
4675,E830.5, Swimmer 
4676,E830.6," Dockers, stevedores "
4677,E830.8, Other specified person 
4678,E830.9, Unspecified person 
4679,E831,Accident to watercraft causing other injury 
4680,E831.0," Occupant of small boat, unpowered "
4681,E831.1," Occupant of small boat, powered "
4682,E831.2," Occupant of other watercraft, crew "
4683,E831.3," Occupant of other watercraft, other than crew "
4684,E831.4, Water skier 
4685,E831.5, Swimmer 
4686,E831.6," Dockers, stevedores "
4687,E831.8, Other specified person 
4688,E831.9, Unspecified person 
4689,E832,Other accidental submersion or drowning in water transport accident 
4690,E832.0," Occupant of small boat, unpowered "
4691,E832.1," Occupant of small boat, powered "
4692,E832.2," Occupant of other watercraft, crew "
4693,E832.3," Occupant of other watercraft, other than crew "
4694,E832.4, Water skier 
4695,E832.5, Swimmer 
4696,E832.6," Dockers, stevedores "
4697,E832.8, Other specified person 
4698,E832.9, Unspecified person 
4699,E833,Fall on stairs or ladders in water transport 
4700,E833.0," Occupant of small boat, unpowered "
4701,E833.1," Occupant of small boat, powered "
4702,E833.2," Occupant of other watercraft, crew "
4703,E833.3," Occupant of other watercraft, other than crew "
4704,E833.4, Water skier 
4705,E833.5, Swimmer 
4706,E833.6," Dockers, stevedores "
4707,E833.8, Other specified person 
4708,E833.9, Unspecified person 
4709,E834,Other fall from one level to another in water transport 
4710,E834.0," Occupant of small boat, unpowered "
4711,E834.1," Occupant of small boat, powered "
4712,E834.2," Occupant of other watercraft, crew "
4713,E834.3," Occupant of other watercraft, other than crew "
4714,E834.4, Water skier 
4715,E834.5, Swimmer 
4716,E834.6," Dockers, stevedores "
4717,E834.8, Other specified person 
4718,E834.9, Unspecified person 
4719,E835,Other and unspecified fall in water transport 
4720,E835.0," Occupant of small boat, unpowered "
4721,E835.1," Occupant of small boat, powered "
4722,E835.2," Occupant of other watercraft, crew "
4723,E835.3," Occupant of other watercraft, other than crew "
4724,E835.4, Water skier 
4725,E835.5, Swimmer 
4726,E835.6," Dockers, stevedores "
4727,E835.8, Other specified person 
4728,E835.9, Unspecified person 
4729,E836,Machinery accident in water transport 
4730,E836.0," Occupant of small boat, unpowered "
4731,E836.1," Occupant of small boat, powered "
4732,E836.2," Occupant of other watercraft, crew "
4733,E836.3," Occupant of other watercraft, other than crew "
4734,E836.4, Water skier 
4735,E836.5, Swimmer 
4736,E836.6," Dockers, stevedores "
4737,E836.8, Other specified person 
4738,E836.9, Unspecified person 
4739,E837,"Explosion, fire, or burning in watercraft "
4740,E837.0," Occupant of small boat, unpowered "
4741,E837.1," Occupant of small boat, powered "
4742,E837.2," Occupant of other watercraft, crew "
4743,E837.3," Occupant of other watercraft, other than crew "
4744,E837.4, Water skier 
4745,E837.5, Swimmer 
4746,E837.6," Dockers, stevedores "
4747,E837.8, Other specified person 
4748,E837.9, Unspecified person 
4749,E838,Other and unspecified water transport accident 
4750,E838.0," Occupant of small boat, unpowered "
4751,E838.1," Occupant of small boat, powered "
4752,E838.2," Occupant of other watercraft, crew "
4753,E838.3," Occupant of other watercraft, other than crew "
4754,E838.4, Water skier 
4755,E838.5, Swimmer 
4756,E838.6," Dockers, stevedores "
4757,E838.8, Other specified person 
4758,E838.9, Unspecified person 
4760,E840,Accident to powered aircraft at takeoff or landing 
4761,E840.0, Occupant of spacecraft 
4762,E840.1," Occupant of military aircraft, any "
4763,E840.2, Crew of commercial aircraft -powered in surface to surface transport 
4764,E840.3, Other occupant of commercial aircraft -powered in surface to surface transport 
4765,E840.4, Occupant of commercial aircraft -powered in surface to air transport 
4766,E840.5, Occupant of other powered aircraft 
4767,E840.6," Occupant of unpowered aircraft, except parachutist "
4768,E840.7, Parachutist -military -other 
4769,E840.8," Ground crew, airline employee "
4770,E840.9, Other person 
4771,E841,"Accident to powered aircraft, other and unspecified "
4772,E841.0, Occupant of spacecraft 
4773,E841.1," Occupant of military aircraft, any "
4774,E841.2, Crew of commercial aircraft -powered in surface to surface transport 
4775,E841.3, Other occupant of commercial aircraft -powered in surface to surface transport 
4776,E841.4, Occupant of commercial aircraft -powered in surface to air transport 
4777,E841.5, Occupant of other powered aircraft 
4778,E841.6," Occupant of unpowered aircraft, except parachutist "
4779,E841.7, Parachutist -military -other 
4780,E841.8," Ground crew, airline employee "
4781,E841.9, Other person 
4782,E842,Accident to unpowered aircraft 
4783,E842.0, Occupant of spacecraft 
4784,E842.1," Occupant of military aircraft, any "
4785,E842.2, Crew of commercial aircraft -powered in surface to surface transport 
4786,E842.3, Other occupant of commercial aircraft -powered in surface to surface transport 
4787,E842.4, Occupant of commercial aircraft -powered in surface to air transport 
4788,E842.5, Occupant of other powered aircraft 
4789,E842.6," Occupant of unpowered aircraft, except parachutist "
4790,E842.7, Parachutist -military -other 
4791,E842.8," Ground crew, airline employee "
4792,E842.9, Other person 
4793,E843,"Fall in, on, or from aircraft "
4794,E843.0, Occupant of spacecraft 
4795,E843.1," Occupant of military aircraft, any "
4796,E843.2, Crew of commercial aircraft -powered in surface to surface transport 
4797,E843.3, Other occupant of commercial aircraft -powered in surface to surface transport 
4798,E843.4, Occupant of commercial aircraft -powered in surface to air transport 
4799,E843.5, Occupant of other powered aircraft 
4800,E843.6," Occupant of unpowered aircraft, except parachutist "
4801,E843.7, Parachutist -military -other 
4802,E843.8," Ground crew, airline employee "
4803,E843.9, Other person 
4804,E844,Other specified air transport accidents 
4805,E844.0, Occupant of spacecraft 
4806,E844.1," Occupant of military aircraft, any "
4807,E844.2, Crew of commercial aircraft -powered in surface to surface transport 
4808,E844.3, Other occupant of commercial aircraft -powered in surface to surface transport 
4809,E844.4, Occupant of commercial aircraft -powered in surface to air transport 
4810,E844.5, Occupant of other powered aircraft 
4811,E844.6," Occupant of unpowered aircraft, except parachutist "
4812,E844.7, Parachutist -military -other 
4813,E844.8," Ground crew, airline employee "
4814,E844.9, Other person 
4815,E845,Accident involving spacecraft 
4816,E845.0, Occupant of spacecraft 
4817,E845.1," Occupant of military aircraft, any "
4818,E845.2, Crew of commercial aircraft -powered in surface to surface transport 
4819,E845.3, Other occupant of commercial aircraft -powered in surface to surface transport 
4820,E845.4, Occupant of commercial aircraft -powered in surface to air transport 
4821,E845.5, Occupant of other powered aircraft 
4822,E845.6," Occupant of unpowered aircraft, except parachutist "
4823,E845.7, Parachutist -military -other 
4824,E845.8," Ground crew, airline employee "
4825,E845.9, Other person 
4827,E846,Accidents involving powered vehicles used solely within the buildings and premises of an industrial or commercial establishment 
4828,E847,Accidents involving cable cars not running on rails 
4829,E848,Accidents involving other vehicles not elsewhere classified 
4831,E850,"Accidental poisoning by analgesics, antipyretics, antirheumatics "
4832,E850.0, Opiates and related narcotics 
4833,E850.1, Salicylates 
4834,E850.2," Aromatic analgesics, not elsewhere classified "
4835,E850.3, Pyrazole derivatives 
4836,E850.4, Antirheumatics -antiphlogistics 
4837,E850.5, Other non-narcotic analgesics 
4838,E850.8, Other 
4839,E850.9, Unspecified 
4840,E851,Accidental poisoning by barbiturates 
4841,E852,Accidental poisoning by other sedatives and hypnotics 
4842,E852.0, Chloral hydrate group 
4843,E852.1, Paraldehyde 
4844,E852.2, Bromine compounds 
4845,E852.3, Methaqualone compounds 
4846,E852.4, Glutethimide group 
4847,E852.5," Mixed sedatives, not elsewhere classified "
4848,E852.8, Other 
4849,E852.9, Unspecified 
4850,E853,Accidental poisoning by tranquilizers 
4851,E853.0, Phenothiazine-based tranquilizers 
4852,E853.1, Butyrophenone-based tranquilizers 
4853,E853.2, Benzodiazepine-based tranquilizers 
4854,E853.8, Other 
4855,E853.9, Unspecified 
4856,E854,Accidental poisoning by other psychotropic agents 
4857,E854.0, Antidepressants 
4858,E854.1, Psychodysleptics -hallucinogens 
4859,E854.2, Psychostimulants 
4860,E854.3, Central nervous system stimulants 
4861,E855,Accidental poisoning by other drugs acting on central and autonomic nervous systems 
4862,E855.0, Anticonvulsant and anti-Parkinsonism drugs 
4863,E855.1, Other central nervous system depressants 
4864,E855.2, Local anesthetics 
4865,E855.3, Parasympathomimetics -cholinergics 
4866,E855.4, Parasympatholytics -anticholinergics and antimuscarinics and spasmolytics 
4867,E855.5, Sympathomimetics -adrenergics 
4868,E855.6, Sympatholytics -antiadrenergics 
4869,E855.8, Other 
4870,E855.9, Unspecified 
4871,E856,Accidental poisoning by antibiotics 
4872,E857,Accidental poisoning by anti-infectives 
4873,E858,Accidental poisoning by other drugs 
4874,E858.0, Hormones and synthetic substitutes 
4875,E858.1, Primarily systemic agents 
4876,E858.2, Agents primarily affecting blood constituents 
4877,E858.3, Agents primarily affecting cardiovascular system 
4878,E858.4, Agents primarily affecting gastrointestinal system 
4879,E858.5," Water, mineral, and uric acid metabolism drugs "
4880,E858.6, Agents primarily acting on the smooth and skeletal muscles and respiratory system 
4881,E858.7," Agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs "
4882,E858.8, Other 
4883,E858.9, Unspecified 
4885,E860,"Accidental poisoning by alcohol, not elsewhere classified "
4886,E860.0, Alcoholic beverages 
4887,E860.1, Other and unspecified ethyl alcohol and its products 
4888,E860.2, Methyl alcohol 
4889,E860.3, Isopropyl alcohol 
4890,E860.4, Fusel oil 
4891,E860.8, Other 
4892,E860.9, Unspecified 
4893,E859,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints, and varnishes "
4894,E861.0, Synthetic detergents and shampoos 
4895,E861.1, Soap products 
4896,E861.2, Polishes 
4897,E861.3, Other cleansing and polishing agents 
4898,E861.4, Disinfectants 
4899,E861.5, Lead paints 
4900,E861.6, Other paints and varnishes 
4901,E861.9, Unspecified 
4902,E862,"Accidental poisoning by petroleum products, other solvents, and their vapors, not elsewhere classified "
4903,E862.0, Petroleum solvents 
4904,E862.1, Petroleum fuels and cleaners 
4905,E862.2, Lubricating oils 
4906,E862.3, Petroleum solids 
4907,E862.4, Other solvents 
4908,E862.9, Unspecified 
4909,E863,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers 
4910,E863.0, Insecticides of organochlorine compounds 
4911,E863.1, Insecticides of organophosphorus compounds 
4912,E863.2, Carbamates 
4913,E863.3, Mixtures of insecticides 
4914,E863.4, Other and unspecified insecticides 
4915,E863.5, Herbicides 
4916,E863.6, Fungicides 
4917,E863.7, Rodenticides 
4918,E863.8, Fumigants 
4919,E863.9, Other and unspecified 
4920,E864,"Accidental poisoning by corrosives and caustics, not elsewhere classified "
4921,E864.0, Corrosive aromatics 
4922,E864.1, Acids 
4923,E864.2, Caustic alkalis 
4924,E864.3, Other 
4925,E864.4, Unspecified 
4926,E865,Accidental poisoning from foodstuffs and poisonous plants 
4927,E865.0, Meat 
4928,E865.1, Shellfish 
4929,E865.2, Other fish 
4930,E865.3, Berries and seeds 
4931,E865.4, Other plants 
4932,E865.5, Mushrooms and other fungi 
4933,E865.8, Other food 
4934,E865.9, Unspecified 
4935,E866,Accidental poisoning by other and unspecified solid and liquid substances 
4936,E866.0, Lead and its compounds and fumes 
4937,E866.1, Mercury and its compounds and fumes 
4938,E866.2, Antimony and its compounds and fumes 
4939,E866.3, Arsenic and its compounds and fumes 
4940,E866.4, Other metals and their compounds and fumes 
4941,E866.5, Plant foods and fertilizers 
4942,E866.6, Glues and adhesives 
4943,E866.7, Cosmetics 
4944,E866.8, Other 
4945,E866.9, Unspecified 
4946,E867,Accidental poisoning by gas distributed by pipeline 
4947,E868,Accidental poisoning by other utility gas and other carbon monoxide 
4948,E868.0, Liquefied petroleum gas distributed in mobile containers 
4949,E868.1, Other and unspecified utility gas 
4950,E868.2, Motor vehicle exhaust gas 
4951,E868.3, Carbon monoxide from incomplete combustion of other domestic fuels 
4952,E868.8, Carbon monoxide from other sources 
4953,E868.9, Unspecified carbon monoxide 
4954,E869,Accidental poisoning by other gases and vapors 
4955,E869.0, Nitrogen oxides 
4956,E869.1, Sulphur dioxide 
4957,E869.2, Freon 
4958,E869.3, Lacrimogenic gas -tear gas 
4959,E869.8, Other specified gases and vapors 
4960,E869.9, Unspecified gases and vapors 
4962,E870,"Accidental cut, puncture, perforation, or hemorrhage during medical care "
4963,E870.0, Surgical operation 
4964,E870.1, Infusion or transfusion 
4965,E870.2, Kidney dialysis or other perfusion 
4966,E870.3, Injection or vaccination 
4967,E870.4, Endoscopic examination 
4968,E870.5," Aspiration of fluid or tissue, puncture, and catheterization -any except heart catheterization "
4969,E870.6, Heart catheterization 
4970,E870.7, Administration of enema 
4971,E870.8, Other 
4972,E870.9, Unspecified 
4973,E871,Foreign object left in body during procedure 
4974,E871.0, Surgical operation 
4975,E871.1, Infusion or transfusion 
4976,E871.2, Kidney dialysis or other perfusion 
4977,E871.3, Injection or vaccination 
4978,E871.4, Endoscopic examination 
4979,E871.5," Aspiration of fluid or tissue, puncture, and catheterization -any except heart catheterization "
4980,E871.6, Heart catheterization 
4981,E871.7, Removal of catheter or packing 
4982,E871.8, Other 
4983,E871.9, Unspecified 
4984,E872,Failure of sterile precautions during procedure 
4985,E872.0, Surgical operation 
4986,E872.1, Infusion or transfusion 
4987,E872.2, Kidney dialysis and other perfusion 
4988,E872.3, Injection or vaccination 
4989,E872.4, Endoscopic examination 
4990,E872.5," Aspiration of fluid or tissue, puncture, and catheterization -any except heart catheterization "
4991,E872.6, Heart catheterization 
4992,E872.8, Other 
4993,E872.9, Unspecified 
4994,E873,Failure in dosage 
4995,E873.0, Excessive amount of blood or other fluid during transfusion or infusion 
4996,E873.1, Incorrect dilution of fluid during infusion 
4997,E873.2, Overdose of radiation in therapy 
4998,E873.3, Inadvertent exposure of patient to radiation during medical care 
4999,E873.4, Failure in dosage in electroshock or insulin-shock therapy 
5000,E873.5, Inappropriate -too hot or too cold temperature in local application and packing 
5001,E873.6, Nonadministration of necessary drug or medicament 
5002,E873.8, Other 
5003,E873.9, Unspecified 
5004,E874,Mechanical failure of instrument or apparatus during procedure 
5005,E874.0, Surgical operation 
5006,E874.1, Infusion and transfusion 
5007,E874.2, Kidney dialysis and other perfusion 
5008,E874.3, Endoscopic examination 
5009,E874.4," Aspiration of fluid or tissue, puncture, and catheterization -any except heart catheterization "
5010,E874.5, Heart catheterization 
5011,E874.8, Other 
5012,E874.9, Unspecified 
5013,E875,"Contaminated or infected blood, other fluid, drug, or biological substance "
5014,E875.0, Contaminated substance transfused or infused 
5015,E875.1, Contaminated substance injected or used for vaccination 
5016,E875.2, Contaminated drug or biological substance administered by other means 
5017,E875.8, Other 
5018,E875.9, Unspecified 
5019,E876,Other and unspecified misadventures during medical care 
5020,E876.0, Mismatched blood in transfusion 
5021,E876.1, Wrong fluid in infusion 
5022,E876.2, Failure in suture and ligature during surgical operation 
5023,E876.3, Endotracheal tube wrongly placed during anesthetic procedure 
5024,E876.4, Failure to introduce or to remove other tube or instrument 
5025,E876.5, Performance of inappropriate operation 
5026,E876.8, Other specified misadventures 
5027,E876.9, Unspecified misadventure 
5029,E878,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation "
5030,E878.0, Surgical operation with transplant of whole organ 
5031,E878.1, Surgical operation with implant of artificial internal device 
5032,E878.2," Surgical operation with anastomosis, bypass, or graft with natural or artifical tissues used as implant "
5033,E878.3, Surgical operation with formation of external stoma 
5034,E878.4, Other restorative surgery 
5035,E878.5, Amputation of limb-s 
5036,E878.6, Removal of other organ -partial -total 
5037,E878.8, Other 
5038,E878.9, Unspecified 
5039,E879,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal reaction of patient, or of later complication "
5040,E879.0, Cardiac catheterization 
5041,E879.1, Kidney dialysis 
5042,E879.2, Radiological procedure and radiotherapy 
5043,E879.3, Shock therapy 
5044,E879.4, Aspiration of fluid 
5045,E879.5, Insertion of gastric or duodenal sound 
5046,E879.6, Urinary catheterization 
5047,E879.7, Blood sampling 
5048,E879.8, Other 
5049,E879.9, Unspecified 
5051,E880,Fall on or from stairs or steps 
5052,E880.0, Escalator 
5053,E880.9, Other stairs or steps 
5054,E881,Fall on or from ladders or scaffolding 
5055,E881.0, Fall from ladder 
5056,E881.1, Fall from scaffolding 
5057,E882,Fall from or out of building or other structure 
5058,E883,Fall into hole or other opening in surface 
5059,E883.0, Accident from diving or jumping into water -swimming pool 
5060,E883.1, Accidental fall into well 
5061,E883.2, Accidental fall into storm drain or manhole 
5062,E883.9, Fall into other hole or other opening in surface 
5063,E884,Other falls from one level to another 
